ID Paper;Title;ID Search Session;Authors;Abstract;Status/Selection;Status/Extraction;Reading Priority;Score;Year;Journal;Keywords;Type;comment;URL;Volume;Pages;DOI;ISSN/ISBN;Importation Date;Columna1;(E) The paper is not written in English;(E) The paper is not related to a Smart Contract language;(E) The paper is a tutorial  or poster summary only.;(E) The paper occurs multiple times in the result set;(E) The paper’s full text is not available for download;(I) Title, keyword list, and abstract make explicit that the paper is related to Smart Contract language.;(E) The paper is published before 1991;(E) It is a patent;(E)The paper is not accesible electronically;Columna2;Name;Paradigm : Imperative;Paradigm : Declarative;Paradigm : Symbolic;Paradigm : Undetermined};Supported by blockchain platform : Yes;Supported by blockchain platform : No};Blockchain name;DSL Type : Standalone;DSL Type : Extension};Focus;Institution name;Insitution origin : Academia;Insitution origin : Industry};Challenges;Use cases;Kind : Implementation;Kind : Specification;Kind : Unknown};
413274;Introducing commitRuleML for smart contracts;52;"de Kruijff, J. ; Weigand, H. ; Johannesson P. ; Weigand H. ; Andersson B.";This short paper takes a closer look at the Event Calculus and the formalisms for representing and reasoning about the effects of automated actions and the commitments that result from them. Since the Event Calculus deals with local events and the consideration of time, it enables the uniform representation of basic-, conditional and persistent commitments, including its operations and reasoning rules about them. Due to the similarities between event, action and state processing and reaction rules, we extend KR ReactionRuleML to emphasize syntax and semantics relevant for commitments, called CommitRuleML. CommitRuleML is used to define commitment-based smart contracts (CBSCs) as contracts that logically (through the Event Calculus) define events (on), conditions (if) and actions (do) in an executable language. A simplified running example illustrates how commitments evolve and fulfill over time. Â© 2019 CEUR-WS. All rights reserved.;ACCEPTED;ACCEPTED;LOW;13;2019;Proceedings of the 13th International Workshop on Value Modeling and Business Ontologies;"CommitRuleML;Event Calculus;KR ReactionRuleML;Smart Contracts;Logic programming;Ontology;Semantics;CommitRuleML;Event calculus;Reaction rules;Reasoning rules;Calculations";Workshop paper;;ceur-ws.org/Vol-2383/paper14.pdf ;2383;;;16130073 (ISSN) ;;;N;N;N;N;N;Y;N;N;N;;CommitRuleML;N;Y;N;N;Y;N;n/a;N;Y;Commitment-based Smart contract;Tilburg University;Y;N;"Future research could extend the running example by more complex
use cases that include persistent commitments, partial fulfillments (e.g. payments) and discourse resolution";eCommerce transaction;N;Y;N; 
413285;Smart contracts using blockly: Representing a purchase agreement using a graphical programming language;52;"Weingaertner, T. ; Rao, R. ; Ettlin, J. ; Suter, P. ; Dublanc, P.";This research addresses the issue that in-depth programming knowhow is needed to read and write smart contracts. The goal was making the creation of smart contracts accessible to non-computer experts by the use of a graphical programming language (Blockly). We used modularization to capture the complexity of legal contracts and developed a mapping process to transform the graphical representation to the smart contract programming language Solidity. We applied our approach to legal purchase agreements and proved the practicality of our solution and explored its limitations. A prototype was built to show the feasibility of our approach. Our industry partner challenged the prototype by applying it to the contract creation process. We consider our work as the first step towards an application of smart contracts in the non-IT world and outside the today's expert shaped ecosystem of blockchain specialists. Several continuative research questions have been derived from our finding and are listed at the end of this paper. Â© 2018 IEEE.;ACCEPTED;ACCEPTED;LOW;36;2018; 2018 Crypto Valley Conference on Blockchain Technology (CVCBT);"Blockchain;Blockly;Modularization;Smart contracts;Solidity;Blockchain;Computer graphics;Modular construction;Technology transfer;Blockly;Graphical programming language;Graphical representations;Modularizations;Purchase agreements;Research questions;Smart contracts;Solidity;Ada (programming language)";Conference paper;;https://ieeexplore--ieee--org.us.debiblio.com/document/8525393;;;10.1109/CVCBT.2018.00012;9781538672044 (ISBN);;;N;N;N;N;N;Y;N;N;N;;Smart contracts using Blockly;N;N;Y;N;Y;N;Ethereum;N;Y;legal contracts;"School of Information Technology
Lucerne University of Applied Sciences & Arts";N;Y;"1) Exchange and return: The blockchain stores transaction data irreversibly in a database. In the Swiss Law (OR, Article 40a ff.) the right of withdrawal is clearly regulated. It is also a service of many companies to increase customer satisfaction. Smart contracts have to address this right.

2) Dunning process: In case of late delivery a dunning process has to be installed. A dunning for the payment is not needed since the money is reserved from both partners by entering the contract. Moreover a dunning process for conferment and delivery has to be installed

3) Oracles: Oracles offer a link to functionality outside the blockchain. They can be used for the integration of banking service providers or credit card companies. However, through this integration an advantage of the blockchain is lost as there is a third party, which interacts between the end user and the blockchain.

4) Contract elements: It has been decided for the presented implementation that due to the increasing transaction costs, not all attributes of the contract are mapped in the smart contract. However, as this extension would be closer to practice, this could be further elaborated in another work

5) Crypto-currencies: As long as crypto-currencies are not officially recognized on the market, an intermediate solution with Fiat money should be made possible in order to promote the use of smart contracts. The actual volatility of crypto-currencies is another obstacle for legal contracts

6)  International acceptance: Digitalization progress varies from country to country. It will take some time before a smart contract is internationally accepted. This is a research task for the legal domain";purchase agreement;N;Y;N; 
413298;KEVM: A complete formal semantics of the ethereum virtual machine;52;"Hildenbrandt, E. ; Saxena, M. ; Rodrigues, N. ; Zhu, X. ; Daian, P. ; Guth, D. ; Moore, B. ; Park, D. ; Zhang, Y. ; Stefanescu, A. ; Rosu, G.";A developing field of interest for the distributed systems and applied cryptography communities is that of smart contracts: Self-executing financial instruments that synchronize their state, often through a blockchain. One such smart contract system that has seen widespread practical adoption is Ethereum, which has grown to a market capacity of 100 billion USD and clears an excess of 500,000 daily transactions. Unfortunately, the rise of these technologies has been marred by a series of costly bugs and exploits. Increasingly, the Ethereum community has turned to formal methods and rigorous program analysis tools. This trend holds great promise due to the relative simplicity of smart contracts and bounded-time deterministic execution inherent to the Ethereum Virtual Machine (EVM). Here we present KEVM, an executable formal specification of the EVM's bytecode stack-based language built with the K Framework, designed to serve as a solid foundation for further formal analyses. We empirically evaluate the correctness and performance of KEVM using the official Ethereum test suite. To demonstrate the usability, several extensions of the semantics are presented. and two different-language implementations of the ERC20 Standard Token are verified against the ERC20 specification. These results are encouraging for the executable semantics approach to language prototyping and specification. Â© 2018 IEEE.;ACCEPTED;ACCEPTED;LOW;26;2018;2018 IEEE 31st Computer Security Foundations Symposium (CSF);"blockchain;ethereum;ethereum-virtual-machine;evm;formal-methods;k-framework;kevm;semantics;smart-contract;verification;Blockchain;Computer aided software engineering;Formal methods;Network security;Security systems;Semantics;Verification;Virtual machine;Deterministic execution;ethereum;Executable formal specification;Executable semantics;kevm;Language implementations;Smart contracts;Stack-based languages;Formal specification";Conference paper;;https://ieeexplore.ieee.org/document/8429306;2018-July;;10.1109/CSF.2018.00022;"19401434 (ISSN); 9781538666807 (ISBN)";;;N;N;N;N;N;Y;N;N;N;;K;Y;N;N;N;Y;N;Ethereum;Y;N;Smart contract verification;"University of Illinois at Urbana-Champaign
Runtime Verification, Inc.
Cornell Tech, IC3
East China Normal University";Y;N;"* Future EVM Hardforks:he current semantics is parametric over the selected fee schedule. The EVM will continue to evolve as new opcodes
are added and gas prices are changed, and the specification will need to evolve with it
* Analysis Tools: Another key direction is the formalization of classically known contract antipatterns, specifically
those that have lead to exploits in the past.
* ABI-Level DSL: Currently our ABI-level DSL only supports statically-sized ABI types, but the ABI contains several dynamically sized types as well
*Verified EVM Libraries: To further assist others in building high-assurance contracts, we intend to provide fully verified library contracts.";null;N;Y;N; 
413303;Secure Smart Contract System Built on SMPC over Blockchain;52;"Zhu, Y. ; Song, X. ; Yang, S. ; Qin, Y. ; Zhou, Q.";While smart contracts are praised widely, it should be noted that they have their disadvantages: lack of control over data protection and executive correctness or consistency. Aiming at this problem, we propose SMPC-based smart contract platform with three-layer structure: contract, computing, and group communication layer. In contract layer, we put forward SMPC-based smart contract framework, which gives the implementation process, language structure and grammar specification of smart contracts. In computing layer, fair SMPC algorithms based on general linear secret sharing scheme are designed to implement verifiable collaboration computing with input privacy and computation correctness. In group communication layer, the non-blocking broadcast is developed from non-blocking message passing interface (MPI)in order to ensure secure group communication in asynchronous networks with node and link failures. Finally, the results of simulation experiments with private currency transfers indicate that our platform is efficient and secure enough for common smart contracts. Â© 2018 IEEE.;ACCEPTED;ACCEPTED;LOW;25;2018; 2018 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData);"blockchain;non-blocking MPI;secure multi-party computation;smart contract;Blockchain;Internet of things;Message passing;Simulation platform;Asynchronous networks;Implementation process;Linear secret sharing schemes;Message passing interface;Non-blocking;Secure group communications;Secure multi-party computation;Three-layer structures;Green computing";Conference paper;;https://ieeexplore.ieee.org/document/8726574;;;10.1109/Cybermatics_2018.2018.00259;9781538679753 (ISBN);;;N;N;N;N;N;Y;N;N;N;;SMPC;Y;N;N;N;Y;N;null;N;Y;"Security
";"University of Science and Technology Beijing, Beijing, China
Economy and Informatization, Beijing, China";Y;N;"However, there are two disadvantages of security mechanisms in the existing smart contracts: 1) data privacy and 2) executive security

In the aspect of data privacy, smart contract lacks a cryptographic mechanism, which deals with encrypted sensitive
data

In the aspect of executive security, a security mechanism is need to ensure the correctness of performing smart
contract.";transfer smart contract;Y;N;N; 
413305;Formal requirement enforcement on smart contracts based on linear dynamic logic;52;"Sato, N. ; Tateishi, T. ; Amano, S.";Recently, despite the growing popularity of smart contracts, one serious concern is arising among both industry and academia, that is, whether they work autonomously without human intervention really as intended and, when we are not sure, how we can ensure that contracts meet particular requirements. To resolve this, we propose a new formal approach to smart contract development: Instead of defining contracts just as programs in conventional languages, they should be defined using formal logic so that we can verify whether they meet particular requirements and enforce them if necessary. The primary challenge is that expressive formal logic often turns out to be undecidable and consequently executable programs cannot be generated. As a solution, each contract definition is divided into two layers, namely specification layer in a decidable logic called Linear Dynamic Logic for verification and enforcement of requirements and rule layer for defining implementation details, while the consistency between the two layers is systematically guaranteed. Based on this, it also becomes possible to automatically generate executable contract programs from their formal specification, which leads to improving the trustworthiness of contracts. Evaluation on Hyperledger Fabric shows the feasibility and high effectiveness of our approach. Â© 2018 IEEE.;ACCEPTED;ACCEPTED;LOW;14;2018;2018 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData);"Blockchain;Dynamics;Formal logic;Formal specification;Green computing;Internet of things;Contract projects;Executable programs;Formal approach;Human intervention;Linear dynamics;Computer circuits";Conference paper;;https://ieeexplore.ieee.org/document/8726750;;;10.1109/Cybermatics_2018.2018.00181;9781538679753 (ISBN);;;N;N;N;N;N;Y;N;N;N;;DSL;N;Y;N;N;Y;N;Hyperledger Fabric;N;Y;Formal specification;IBM Research;Y;N;"Firstly, we plan to take into account multiple contracts interacting with each other.

Secondly, we also plan to formally ensure the refinement/abstraction relations between the code and the non-code parts of a rule.

Thirdly, from a practicality point of view, extending our DSL to supporting contract composition and automatic generation, as discussed in Sec V-C and Sec V-E, is another option.

Finally, for higher efficiency, instead of deriving a statechart from each contract definition, which is a specialization of a rule-set to the contract, we could have different contracts run on a single common (RETE-based) rule engine
";"toggle switch’ contract
Safe Remote Purchase (SRP) contract
SRP Seller and Buyer";Y;N;N; 
413306;ZoKrates-Scalable Privacy-Preserving Off-Chain Computations;52;"Eberhardt, J. ; Tai, S.";Scalability and privacy are two challenges for today's blockchain systems. Processing transactions at every node in the system limits the system's ability to scale. Furthermore, the requirement to publish all corporate or individual information for processing at every node, essentially making the data public, is-despite of all other advantages-often considered a major obstacle to blockchain adoption. In this paper, we make two main contributions to address these two problems: (i)To increase efficiency, we propose a processing model which employs noninteractive proofs to off-chain computations, thereby reducing on-chain computational efforts to the verification of correctness of execution rather than the execution itself. Due to the verifiable computation scheme's zero-knowledge property, private information used in the off-chain computation does not have to become public to verify correctness. (ii)We introduce ZoKrates, a toolbox to specify, integrate and deploy such off-chain computations. It consists of a domain-specific language, a compiler, and generators for proofs and verification Smart Contracts. ZoKrates hides significant complexity inherent to zero-knowledge proofs, provides a more familiar and higher level of programming abstractions to developers and enables circuit integration, hence fostering adoption. Â© 2018 IEEE.;ACCEPTED;ACCEPTED;LOW;10;2018;Proceedings - IEEE 2018 International Congress on Cybermatics: 2018 IEEE Conferences on Internet of Things, Green Computing and Communications, Cyber, Physical and Social Computing, Smart Data, Blockchain, Computer and Information Technology, iThings/GreenCom/CPSCom/SmartData/Blockchain/CIT 2018;"off-chain;privacy;scalability;zkSNARKs;ZoKrates;Blockchain;Data privacy;Internet of things;Problem oriented languages;Scalability;Computational effort;Domain specific languages;Non-interactive proof;Private information;Programming abstractions;Zero knowledge proof;zkSNARKs;ZoKrates;Green computing";Conference paper;;https://ieeexplore--ieee--org.us.debiblio.com/document/8726497;;;10.1109/Cybermatics_2018.2018.00199;9781538679753 (ISBN);;;N;N;N;N;N;Y;N;N;N;;ZoKrates;Y;N;N;N;Y;N;Agnostic approach, although the proof-of-concept has been implemented in Ethereum;Y;N;Blockchain;Information Systems Engineering (ISE) TU Berlin;Y;N;"Scalability and privacy are two challenges for today’s blockchain systems

moving computations from the blockchain to external nodes without compromising its properties is a more challenging problem.";Suduko Verification Example;Y;N;N; 
413321;Writing safe smart contracts in flint;52;Franklin Schrans ;Blockchain-based platforms such as Ethereum support the execution of versatile decentralized applications, known as smart contracts. These typically hold and transfer digital currency (e.g., Ether) to other parties on the platform. Contracts have been subject to numerous attacks, losing hundreds of millions of dollars (in Ether). We propose Flint, a new type-safe, capabilities-secure, contractoriented programming language specifically designed for writing robust smart contracts. To help programmers reason about access control of functions, Flint programmers use caller capabilities. To prevent vulnerabilities relating to the unintentional loss of currency, transfers of assets in Flint are performed through safe atomic operations, inspired by linear type theory. Â© 2018 Copyright held by the owner/author(s).;ACCEPTED;ACCEPTED;LOW;22;2018;Proceeding Programming'18 Companion Conference Companion of the 2nd International Conference on Art, Science, and Engineering of Programming ;"Ethereum;Programming Language;Smart Contracts;Access control;Ethers;Atomic operation;Ethereum;Linear type theory;Smart contracts;Computer programming languages";Report;;https://www.imperial.ac.uk/media/imperial-college/faculty-of-engineering/computing/public/1718-ug-projects/Franklin-Schrans-A-new-programming-language-for-safer-smart-contracts.pdf;;;;;;;N;N;N;N;N;Y;N;N;N;;Flint;Y;N;N;N;Y;N;Ethereum;Y;N;Security;Imperial College London;Y;N;"Protecting against unauthorised function calls.
Safe operations for handling Ether.
Limiting writes to state
Full interoperability with Solidity";"Bank transfer
Auction";Y;N;N; 
413328;Conditional formalization of smart contract using semantic web rule language;52;"Na, S.H. ; An, J.H. ; Yang, J.S. ; Park, Y.B.";As networking technologies evolve, distributed computer technologies such as the cloud are becoming more important. A blockchain is a kind of distributed computer technology in which all nodes have the same ledger to guarantee data integrity. Within a blockchain, smart contract defines the contexts of various items in the form of program code and acts as business logic. However, studies on existing smart contracts do not focus on formalizing rules themselves or managing conditional according to various situations. In this study, we formalize data related to smart contract and propose a method to apply conditional to various situation. This method models data of smart contract using ontology and applies semantic web rule language to conditional and manages rule sets in blockchain network. In this way interoperability of the smart contract type can be ensured and the relationship between the contexts in each transaction can be inferred by linking the ontology reasoner to the blockchain network. We describe the smart contract applying the semantic web rule language and show how to actually operate within the blockchain network through the program example. Â© Medwell Journals, 2018.;ACCEPTED;ACCEPTED;LOW;36;2018;Journal of Engineering and Applied Sciences;"Blockchain;Ontology;Ontology;Smart contract;SWRL;Technologies";Journal Paper;;http://medwelljournals.com/abstract/?doi=jeasci.2018.8716.8721;13;8716-8721;10.3923/jeasci.2018.8716.8721;1816949X (ISSN) ;;;N;N;N;N;N;Y;N;N;N;;null;N;Y;N;N;Y;N;n/a;N;Y;"ontology
";Dankook University;Y;N;"Blockchain ontology automatically from metadata of blockchain
User-friendly generation of SWRL";null;Y;N;N; 
413341;Towards adding variety to simplicity;52;"Valliappan, N. ; Mirliaz, S. ; Lobo Vesga, E. ; Russo, A. ; Margaria T. ; Steffen B.";Simplicity is a Turing-incomplete typed combinator language for smart contracts with a formal semantics. The design of Simplicity makes it possible to statically estimate the resources (e.g., memory) required to execute contracts. Such a feature is highly relevant in blockchain applications to efficiently determine fees to run smart contracts. Despite being Turing incomplete, the language is capable of expressing non-trivial contracts. Often, Simplicity programs contain lots of code repetition that could otherwise be avoided if it had common programming languages features, such as local definitions, functions, and bounded loops. In this work, we provide the foundations to make Simplicity a richer language. To achieve that, we connect Simplicityâ€™s primitives with a categorical model. By doing so, we lift the language to a more abstract representation that will allow us to extend it by leveraging category theory models for computations. This methodology facilitates the addition of local definitions, functions, and bounded loops. We provide an implementation of Simplicity and its virtual machine in the functional programming language Haskell. Â© Springer Nature Switzerland AG 2018.;ACCEPTED;ACCEPTED;LOW;28;2018;"International Symposium on Leveraging Applications of Formal Methods
ISoLA 2018: Leveraging Applications of Formal Methods, Verification and Validation. Industrial Practice ";"Blockchain;Category theory;Functional programming;Haskell;Simplicity;Smart contracts;Blockchain;Formal methods;Semantics;Abstract representation;Categorical model;Category theory;Formal Semantics;Haskell;Non-trivial;Simplicity;Smart contracts;Functional programming";Conference paper;;https://link--springer--com.us.debiblio.com/chapter/10.1007/978-3-030-03427-6_31;11247 LNCS;414-431;https://doi.org/10.1007/978-3-030-03427-6_31;"03029743 (ISSN); 9783030034269 (ISBN)";;;N;N;N;N;N;Y;N;N;N;;eDSL Simplicity?;N;Y;N;N;Y;N;Ethereum Bitcoin?;N;Y;null;Chalmers University of Technology, Gothenburg, Sweden;Y;N;Simplicity programs contain lots of code repetition that could otherwise be avoided if it had common programming languages features, such as local definitions, functions, and bounded loops.;null;N;Y;N; 
420753;Pluralize: a Trustworthy Framework for High-Level Smart Contract-Draft;53;"Dargaye, Z ; Pozzo, A ; Tucci-Piergiovanni, S";The paper presents Pluralize a formal logical framework able to extend the execution of blockchain transactions to events coming from external oracles, like external time, sensor data, human-made declarations, etc. These events are by essence non-reliable, since transaction execution can be triggered by information whose veracity cannot be established by the blockchain. To overcome this problem, the language features a first-order logic and an authority algebra to allow formal reasoning and establish accountability of agents for blockchain-enabled transactions. We provide an accountability model that allows to formally prove the accountability of agents by a formal proof locally executable by each agent of the blockchain.;ACCEPTED;ACCEPTED;LOW;5;2018;CoRR;;arXiv;;https://arxiv.org/abs/1812.05444;;;;;;;N;N;N;N;N;Y;N;N;N;;Plurality;N;Y;N;N;Y;N;null;Y;N;Transactions on blockchain;CEA, LIST, PC 174, Gif-sur-Yvette, 91191, France;Y;N;"In many industrial applications smart contracts react to information coming from external sources (sensors, human interfaces, other applications), often called oracles in the blockchain jargon, which amplifies their vulnerability.

The main challenge for smart contracts is to extend the Bitcoin paradigm to guards whose evaluation that are not closed to the blockchain, going far beyond the simple semantics of Bitcoin scripts and matching
requirements of most industrial applications. 

As future work we envisage to generate dynamic monitors for claimed guards. Monitors will be embedded in the run-time environment of the language for run-time identification of conflicts.

Another important future work is to increase the expressivity of Plurality for ownership transfers.
First, transfer have to be generalized to heterogeneous tokens thanks to a token algebra. Second, the
validation mechanism has to handle the validation of smart contract computational guards.";"The Fair Pocket Money.
The Studious Pocket Money.
The evidential Pocket Money.
The Competitive Pocket Money.
";Y;N;N; 
420765;Unibright-the unified framework for blockchain based business integration;53;"S. Schmidt, M. Jung, T. Schmidt, I. Sterzinger, G. Schmidt, M. Gomm, K. Tschirschke, T. Reisinger,
F. Schlarb, D. Benkenstein, B. Emig";he  purpose  of  Unibright  is  to  leverage  the  promises  of  blockchaintechnology for all those driving business.  Unibright is a unified frameworkfor blockchain-based business integration.Unibright  establishes  a  template  based,  visual  definition  of  businessintegration  workflows  and  serves  with  automatic  smart  contract  gener-ation.   The  Unibright  framework  wants  to  enable  cross-blockchain  andcross-system connections and provides all system components to supporta blockchain-based business integration process.This whitepaper points out the benefits of using blockchain technol-ogy in the field of business integration, and what unsolved issues can beaddressed thereby.  It shows why a unifying framework like Unibright ismandatory to turn all these benefits to account and evolves the details ofthe Unibright concept.;ACCEPTED;ACCEPTED;LOW;0;2018;Unibright Project Whitepaper;;White paper;;https://www.unibright.io/download/Unibright_Whitepaper.pdf;;;;;;;N;N;N;N;N;Y;N;N;N;;Unibright Contract Interface;N;Y;N;N;Y;N;Agnostic, although the current implementation is in Solidity;Y;N;Business Integration;Unibright.io;N;Y;To benefit from the promises the blo ckchain offers, we need a concept that allows us to integrate sp ecific blo ckchain technologies into existing IT- and business integration landscapes;"Get Quotation for Material
Product Pass Approval.
Shipping Process Monitoring 
Tracking of resources during a production process
Invoice release
Aircraft Pro duction History
New Hire 
Insurance claim processing
Milestone based project payment";N;Y;N; 
420784;Katal: A standard framework for finance;53;"FranÃ§a, B ; Radermacher, S ; Trinkler, R";Katal is a new blockchain that provides a standard way to build and deploy decentralized financial applications. It brings together all the components necessary for the backend of a financial application, namely: a high-performance consensus, an authenticated data feed system, a standard for financial contracts and connectivity to the rest of the blockchain ecosystem. Katal enables and simplifies the creation of financial services that are non-custodial, trustless, fast, convenient and interoperable. ;ACCEPTED;ACCEPTED;LOW;0;2019;CoRR;;arXiv;;https://arxiv.org/abs/1903.01600;;;;;;;N;N;N;N;N;Y;N;N;N;;ACTUS;Y;N;N;N;Y;N;Katal;Y;N;Finance;Trinkler Software;N;Y;null;null;N;Y;N; 
519577;ZF* Documentation;56;A.L. Manning;;ACCEPTED;ACCEPTED;LOW;0;2017;;;WebSite;;https://docs.zenprotocol.com/zf;;;;;07/22/2019;;N;N;N;N;N;Y;N;N;N;;ZF*;N;Y;N;N;Y;N;Zen Protocol;N;Y;Financial products, security;Zen Protocol;N;Y;null;null;Y;N;N; 
527200;Aeternity documentation;60;aethernity workgroup;;ACCEPTED;ACCEPTED;LOW;0;2018;;;Website;"Look at the sophia language http://aeternity.com/documentation-hub/aesophia/

https://github.com/aeternity/protocol/blob/master/contracts/sophia.md";https://aeternity.com/;;;;;07/22/2019;;N;N;N;N;N;Y;N;N;N;;ASophia;Y;N;N;N;Y;N;aeternity;Y;N;Blockchain;AEternity;N;Y;null;"simple crowd-funding
tic tac toe
crypto hamster
smart data provider
smart real state
";Y;N;N; 
527202;IELE Semantics;60;Everett Hildenbrandt, Dwight Guth;"IELE is a variant of LLVM specialized to execute smart contracts on the blockchain. Its design, definition and implementation have been done at the highest mathematical standards, following a semantics-first approach with verification of smart contracts as a major objective. Specifically, we have defined the formal syntax and semantics of IELE using the K framework, which in return gives us an executable reference model in addition to a series of program analysis tools, including a program verifier. K was created by our team during the last 15 years and incorporates the state of the art in language design, semantics and formal methods. The design of IELE was based on our experience with formally defining dozens of languages in K, but especially on recent experience and lessons learned while formally defining two other virtual machines in K, namely:

    KEVM, our semantics of the Ethereum Virtual Machine (EVM); and
    KLLVM, our semantics of LLVM; the latest version of the LLVM semantics will be made public when complete and published, but an earlier version is available.

Unlike the EVM, which is a stack-based machine, IELE is a register-based machine, like LLVM. It has an unbounded number of registers and also supports unbounded integers. To get a feel for how IELE programs look like, here are two of them (these have not been verified yet and may change):

    erc20.iele - a IELE implementation of an ERC20 token
    forwardingWallet.iele - a wallet implementation that creates and calls into another contract
";ACCEPTED;ACCEPTED;LOW;0;2018;;;Website;"K extension
https://runtimeverification.com/blog/iele-a-new-virtual-machine-for-the-blockchain/";https://github.com/runtimeverification/iele-semantics;;;;;07/22/2019;;N;N;N;N;N;Y;N;N;N;;IELE;Y;N;N;N;Y;N;IELE;N;Y;Virtual Machine;Runtime Verification Inc.;N;Y;"Efficient backend for K.
Compilers/Translators from Solidity and Plutus to IELE
Semantics-based compilation
Deploy IELE on the Cardano blockchain.";"simple open auction contract;
forwarding wallet contract.
";Y;N;N; 
527207;NEO White paper;62;NEO Team;;ACCEPTED;ACCEPTED;LOW;0;2018;;;White paper;"Just in case
DISCUSSION
TR-Neo es el blockchain. Los SmartContract se implementan en cualquier lenguaje de programación general tal y como Java, C#, …. Para implementar un smart contract hay que usar una API. No he encontrado el lenguaje de la NEOVM	
AV-Aceptamos. Creo que NEO Contract es una fachada/interface para definición de smart contracts en NEO blockchain";https://docs.neo.org/docs/en-us/basic/whitepaper.html;;;;;07/22/2019;;N;N;N;N;N;Y;N;N;N;;"NEO smart contracts?
 .NET Framework , Java framework and its respective compiler will be released within a few months. In the future, we will also support Python, C/C++, and Go.

* C# / VB.Net / F#, Visual Studio
* Java / Kotlin, Eclipse
* C / C++ / GO
* JavaScript / TypeScript
* Python / Ruby";Y;N;N;N;Y;N;Neo;Y;N;Smart Economy;NEO Smart Ecnonomy;N;Y;null;"Decentralized Applications
    Smart fund
    AI-assisted legal smart contract
    Social networking
    Automated tokens liquidity providers
    Decentralized exchange
    Secure communication protocol
    Data exchange market
    Intellectual property trading market
    Prediction market
    Advertising market
    Hashpower market
    NeoGas market";Y;N;N; 
527216;cicero;65;Accord Project Technology Working Group;;ACCEPTED;ACCEPTED;LOW;0;2018;;;GitHub page;;https://github.com/accordproject/cicero;;;;;07/22/2019;;N;N;N;N;N;Y;N;N;N;;Cicero;N;Y;N;N;Y;N;Agnostic (see https://www.accordproject.org/);Y;N;legal contracts;Accord Project;N;Y;null;null;N;Y;N; 
550277;Ergo Language Guide;67;Accord Project;;ACCEPTED;ACCEPTED;LOW;0;2019;;;Website;https://docs.accordproject.org/docs/ergo.html#design-choices;https://docs.accordproject.org/docs/logic-ergo.html;;;;;07/23/2019;;N;N;N;N;N;Y;N;N;N;;Ergo;N;Y;N;N;Y;N;Agnostic;Y;N;Legal contracts;Accord Project;N;Y;The currently compiler targets JavaScript (either standalone or for use in Cicero Templates and Hyperledger Fabric) and Java (experimental);null;Y;N;N; 
573430;Zether: Towards Privacy in a Smart Contract World;71;"Benedikt B{\""u}nz and Shashank Agrawal and Mahdi Zamani and Dan Boneh";"Blo ckchain-based s mart contract platforms like Ethereum have b ecome quite p opular
as a way to remove trust and add transparency to distributed applications. While different
typ es of imp ortant applications can b e easily built on such platforms, there do es not seem
to b e an easy way to add a meaningful level of privacy to them.
In this pap er, we prop ose Zether, a fully-decentralized, confidential payment mechanism
that is compatible with Ethereum and other smart contract platforms. We take an accountbased approach similar to Ethereum for efficiency and usability. We design a new smart
contract that keeps the account balances encrypted and exposes methods to deposit,
transfer and withdraw funds to/from accounts through cryptographic proofs.
We describe techniques to protect Zether against replay attacks and front-running
situations. We also develop a mechanism to enable interoperability with arbitrary smart
contracts. This helps to make several popular applications like auctions, payment channels,
voting, etc. confidential.
As a part of our protocol, we propose ?-Bullets, an improvement of the existing zeroknowledge proof system, Bulletproofs. ?-Bullets make Bulletproofs more inter-operable
with Sigma protocols, which is of general interest.
We implement Zether as an Ethereum smart contract and show the practicality of our
design by measuring the amount of gas used by the Zether contract. A Zether confidential
transaction costs about 0.014 ETH or approximately $1.51 (as of early Feb, 2019). We
discuss how small changes to Ethereum, which are already being discussed independently
of Zether, would drastically reduce this cost";ACCEPTED;ACCEPTED;LOW;5;2019;;;white paper;"TR- Tengo dudas, creo que Zether es un mecanismo de pago, que está implementado con blockchain, vamos un smart contract implementado en Ethereum, pero no un lenguajeWe implement Zether as an Ethereum smart contract and show the practicality of our design by measuring the amount of gas used by the Zether contract.	

AV-Aceptamos. Yo creo que si es una nueva propuesta, es verdad que se presenta todo el protocolo Zether aplicado a un sistema de pago como caso de uso, pero se hace foco en la especificación de Zether Smart Contract (section 3.1)";https://crypto.stanford.edu/~buenz/papers/zether.pdf;;;;;07/23/2019;;N;N;N;N;N;Y;N;N;N;;Zether smart contract (ZSC);N;Y;N;N;Y;N;Ethereum;Y;N;Privacy;"Stanford University
Visa Research
";Y;N;null;"Sealed-bid Auctions
Payment Channels
Stake Voting
Privacy-preserving Proof-of-Stake";Y;N;N; 
